INPUT;FOUND_BY;DTXSID;PREFERRED_NAME;VERIFICACION ;SMILES;MOLECULAR_FORMULA;AVERAGE_MASS;iupac_name;iupac_name_SMILES;Validación IUPAC;verificación manual
1,5-Naphthalenediamine;Approved Name;DTXSID3020916;1,5-Naphthalenediamine;0;NC1=CC=CC2=C(N)C=CC=C12;C10H10N2;158.204;naphthalene-1,5-diamine;naphthalene-1,5-diamine;0;NO
1,6-Dibromododecafluorohexane;Approved Name;DTXSID20335129;1,6-Dibromododecafluorohexane;0;FC(F)(Br)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Br;C6Br2F12;459.855;1,6-dibromo-1,1,2,2,3,3,4,4,5,5,6,6-dodecafluorohexane;1,6-dibromo-1,1,2,2,3,3,4,4,5,5,6,6-dodecafluorohexane;0;NO
1,6-Diiodoperfluorohexane;Approved Name;DTXSID90190949;1,6-Diiodoperfluorohexane;0;FC(F)(I)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I;C6F12I2;553.856;1,1,2,2,3,3,4,4,5,5,6,6-dodecafluoro-1,6-diiodohexane;1,1,2,2,3,3,4,4,5,5,6,6-dodecafluoro-1,6-diiodohexane;0;NO
1,6-Diisocyanatohexane;Approved Name;DTXSID4024143;1,6-Diisocyanatohexane;0;O=C=NCCCCCCN=C=O;C8H12N2O2;168.196;1,6-diisocyanatohexane;1,6-diisocyanatohexane;0;NO
1,6-Hexanediol diacrylate;Approved Name;DTXSID9025401;1,6-Hexanediol diacrylate;0;C=CC(=O)OCCCCCCOC(=O)C=C;C12H18O4;226.272;6-prop-2-enoyloxyhexyl prop-2-enoate;6-prop-2-enoyloxyhexyl prop-2-enoate;0;NO
1,8-Divinylperfluorooctane;Approved Name;DTXSID90371872;1,8-Divinylperfluorooctane;0;FC(F)(C=C)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C=C;C12H6F16;454.154;3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10-hexadecafluorododeca-1,11-diene;3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10-hexadecafluorododeca-1,11-diene;0;NO
1-[3-(Triethoxysilyl)propyl]urea;Approved Name;DTXSID5044493;1-[3-(Triethoxysilyl)propyl]urea;0;CCO[Si](CCCNC(N)=O)(OCC)OCC;C10H24N2O4Si;264.397;3-triethoxysilylpropylurea;3-triethoxysilylpropylurea;0;NO
10-Undecen-1-al;Approved Name;DTXSID3037757;10-Undecen-1-al;0;C=CCCCCCCCCC=O;C11H20O;168.28;undec-10-enal;undec-10-enal;0;NO
10-Undecenoic acid;Approved Name;DTXSID8035001;10-Undecenoic acid;0;OC(=O)CCCCCCCCC=C;C11H20O2;184.279;undec-10-enoic acid;undec-10-enoic acid;0;NO
11:1 Fluorotelomer alcohol;Approved Name;DTXSID80375107;11:1 Fluorotelomer alcohol;0;OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F;C12H3F23O;600.118;2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,12-tricosafluorododecan-1-ol;2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,12-tricosafluorododecan-1-ol;0;NO
11-H-Perfluoroundecanoic acid;Approved Name;DTXSID5061954;11-H-Perfluoroundecanoic acid;0;OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F;C11H2F20O2;546.103;2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11-icosafluoroundecanoic acid;2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11-icosafluoroundecanoic acid;0;NO
17alpha-Estradiol;Approved Name;DTXSID8022377;17alpha-Estradiol;0;C[C@]12CC[C@H]3[C@@H](CCC4=C3C=CC(O)=C4)[C@@H]1CC[C@H]2O;C18H24O2;272.388;(8R,9S,13S,14S,17R)-13-methyl-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthrene-3,17-diol;(8R,9S,13S,14S,17R)-13-methyl-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthrene-3,17-diol;0;NO
17alpha-Ethinylestradiol;Approved Name;DTXSID5020576;17alpha-Ethinylestradiol;0;[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3;C20H24O2;296.41;(8R,9S,13S,14S,17R)-17-ethynyl-13-methyl-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthrene-3,17-diol;(8R,9S,13S,14S,17R)-17-ethynyl-13-methyl-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthrene-3,17-diol;0;NO
17alpha-Hydroxyprogesterone;Approved Name;DTXSID6040747;17alpha-Hydroxyprogesterone;0;CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C;C21H30O3;330.468;(8R,9S,10R,13S,14S,17R)-17-acetyl-17-hydroxy-10,13-dimethyl-2,6,7,8,9,11,12,14,15,16-decahydro-1H-cyclopenta[a]phenanthren-3-one;(8R,9S,10R,13S,14S,17R)-17-acetyl-17-hydroxy-10,13-dimethyl-2,6,7,8,9,11,12,14,15,16-decahydro-1H-cyclopenta[a]phenanthren-3-one;0;NO
17-Methyltestosterone;Approved Name;DTXSID1033664;17-Methyltestosterone;0;C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C;C20H30O2;302.458;(8R,9S,10R,13S,14S,17S)-17-hydroxy-10,13,17-trimethyl-2,6,7,8,9,11,12,14,15,16-decahydro-1H-cyclopenta[a]phenanthren-3-one;(8R,9S,10R,13S,14S,17S)-17-hydroxy-10,13,17-trimethyl-2,6,7,8,9,11,12,14,15,16-decahydro-1H-cyclopenta[a]phenanthren-3-one;0;NO
1-Amino-2,6-dichloro-4-nitrobenzene;Approved Name;DTXSID2020426;1-Amino-2,6-dichloro-4-nitrobenzene;0;NC1=C(Cl)C=C(C=C1Cl)[N+]([O-])=O;C6H4Cl2N2O2;207.01;2,6-dichloro-4-nitroaniline;2,6-dichloro-4-nitroaniline;0;NO
1-Amino-2-methylanthraquinone;Approved Name;DTXSID7020057;1-Amino-2-methylanthraquinone;0;CC1=CC=C2C(=O)C3=C(C=CC=C3)C(=O)C2=C1N;C15H11NO2;237.258;1-amino-2-methylanthracene-9,10-dione;1-amino-2-methylanthracene-9,10-dione;0;NO
1-Benzylquinolinium chloride;Approved Name;DTXSID8044593;1-Benzylquinolinium chloride;0;[Cl-].C(C1=CC=CC=C1)[N+]1=C2C=CC=CC2=CC=C1;C16H14ClN;255.75;"1-benzylquinolin-1-ium;chloride";"1-benzylquinolin-1-ium;chloride";0;NO
1-Bromo-4-fluorobenzene;Approved Name;DTXSID4027153;1-Bromo-4-fluorobenzene;0;FC1=CC=C(Br)C=C1;C6H4BrF;175;1-bromo-4-fluorobenzene;1-bromo-4-fluorobenzene;0;NO
1-Bromopentadecafluoroheptane;Approved Name;DTXSID9059919;1-Bromopentadecafluoroheptane;0;FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Br;C7BrF15;448.957;1-bromo-1,1,2,2,3,3,4,4,5,5,6,6,7,7,7-pentadecafluoroheptane;1-bromo-1,1,2,2,3,3,4,4,5,5,6,6,7,7,7-pentadecafluoroheptane;0;NO
1-Chloro-4-nitrobenzene;Approved Name;DTXSID5020281;1-Chloro-4-nitrobenzene;0;[O-][N+](=O)C1=CC=C(Cl)C=C1;C6H4ClNO2;157.55;1-chloro-4-nitrobenzene;1-chloro-4-nitrobenzene;0;NO
1-Chloropinacolone;Approved Name;DTXSID8027749;1-Chloropinacolone;0;CC(C)(C)C(=O)CCl;C6H11ClO;134.6;1-chloro-3,3-dimethylbutan-2-one;1-chloro-3,3-dimethylbutan-2-one;0;NO
1-Decanol;Approved Name;DTXSID7021946;1-Decanol;0;CCCCCCCCCCO;C10H22O;158.285;decan-1-ol;decan-1-ol;0;NO
1-Dodecanethiol;Approved Name;DTXSID6025220;1-Dodecanethiol;0;CCCCCCCCCCCCS;C12H26S;202.4;dodecane-1-thiol;dodecane-1-thiol;0;NO
1-Dodecanol;Approved Name;DTXSID5026918;1-Dodecanol;0;CCCCCCCCCCCCO;C12H26O;186.339;dodecan-1-ol;dodecan-1-ol;0;NO
1-Dodecyl-2-pyrrolidinone;Approved Name;DTXSID4042206;1-Dodecyl-2-pyrrolidinone;0;CCCCCCCCCCCCN1CCCC1=O;C16H31NO;253.43;1-dodecylpyrrolidin-2-one;1-dodecylpyrrolidin-2-one;0;NO
1H,1H,10H,10H-Perfluorodecane-1,10-diol;Approved Name;DTXSID50369896;1H,1H,10H,10H-Perfluorodecane-1,10-diol;0;OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CO;C10H6F16O2;462.13;2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9-hexadecafluorodecane-1,10-diol;2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9-hexadecafluorodecane-1,10-diol;0;NO
1H,1H,11H,11H-Perfluorotetraethylene glycol;Approved Name;DTXSID00380798;1H,1H,11H,11H-Perfluorotetraethylene glycol;0;OCC(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)CO;C8H6F12O5;410.112;2-[2-[2-(1,1-difluoro-2-hydroxyethoxy)-1,1,2,2-tetrafluoroethoxy]-1,1,2,2-tetrafluoroethoxy]-2,2-difluoroethanol;2-[2-[2-(1,1-difluoro-2-hydroxyethoxy)-1,1,2,2-tetrafluoroethoxy]-1,1,2,2-tetrafluoroethoxy]-2,2-difluoroethanol;0;NO
1H,1H,2H,2H-Perfluorohexyl iodide;Approved Name;DTXSID1047578;1H,1H,2H,2H-Perfluorohexyl iodide;0;FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CCI;C6H4F9I;373.988;1,1,1,2,2,3,3,4,4-nonafluoro-6-iodohexane;1,1,1,2,2,3,3,4,4-nonafluoro-6-iodohexane;0;NO
1H,1H,2H,2H-Perfluorooctyl iodide;Approved Name;DTXSID2047565;1H,1H,2H,2H-Perfluorooctyl iodide;0;FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCI;C8H4F13I;474.004;1,1,1,2,2,3,3,4,4,5,5,6,6-tridecafluoro-8-iodooctane;1,1,1,2,2,3,3,4,4,5,5,6,6-tridecafluoro-8-iodooctane;0;NO
1H,1H,2H-Perfluoro-1-decene;Approved Name;DTXSID7074616;1H,1H,2H-Perfluoro-1-decene;0;FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C=C;C10H3F17;446.107;3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadecafluorodec-1-ene;3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadecafluorodec-1-ene;0;NO
1H,1H,2H-Perfluorocyclopentane;Approved Name;DTXSID50880218;1H,1H,2H-Perfluorocyclopentane;0;FC1CC(F)(F)C(F)(F)C1(F)F;C5H3F7;196.068;1,1,2,2,3,3,4-heptafluorocyclopentane;1,1,2,2,3,3,4-heptafluorocyclopentane;0;NO
1H,1H,5H,5H-Perfluoro-1,5-pentanediol diacrylate;Approved Name;DTXSID5060986;1H,1H,5H,5H-Perfluoro-1,5-pentanediol diacrylate;0;FC(F)(COC(=O)C=C)C(F)(F)C(F)(F)COC(=O)C=C;C11H10F6O4;320.187;(2,2,3,3,4,4-hexafluoro-5-prop-2-enoyloxypentyl) prop-2-enoate;(2,2,3,3,4,4-hexafluoro-5-prop-2-enoyloxypentyl) prop-2-enoate;0;NO
1H,1H,5H-Perfluoropentanol;Approved Name;DTXSID0059879;1H,1H,5H-Perfluoropentanol;0;OCC(F)(F)C(F)(F)C(F)(F)C(F)F;C5H4F8O;232.073;2,2,3,3,4,4,5,5-octafluoropentan-1-ol;2,2,3,3,4,4,5,5-octafluoropentan-1-ol;0;NO
1H,1H,5H-Perfluoropentyl methacrylate;Approved Name;DTXSID90880131;1H,1H,5H-Perfluoropentyl methacrylate;0;CC(=C)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)F;C9H8F8O2;300.148;2,2,3,3,4,4,5,5-octafluoropentyl 2-methylprop-2-enoate;2,2,3,3,4,4,5,5-octafluoropentyl 2-methylprop-2-enoate;0;NO
1H,1H,6H,6H-Perfluorohexane-1,6-diol diacrylate;Approved Name;DTXSID80379721;1H,1H,6H,6H-Perfluorohexane-1,6-diol diacrylate;0;FC(F)(COC(=O)C=C)C(F)(F)C(F)(F)C(F)(F)COC(=O)C=C;C12H10F8O4;370.195;(2,2,3,3,4,4,5,5-octafluoro-6-prop-2-enoyloxyhexyl) prop-2-enoate;(2,2,3,3,4,4,5,5-octafluoro-6-prop-2-enoyloxyhexyl) prop-2-enoate;0;NO
1H,1H,7H-Dodecafluoro-1-heptanol;Approved Name;DTXSID9059832;1H,1H,7H-Dodecafluoro-1-heptanol;0;OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F;C7H4F12O;332.089;2,2,3,3,4,4,5,5,6,6,7,7-dodecafluoroheptan-1-ol;2,2,3,3,4,4,5,5,6,6,7,7-dodecafluoroheptan-1-ol;0;NO
1H,1H,7H-Perfluoroheptyl 4-methylbenzenesulfonate;Approved Name;DTXSID30340244;1H,1H,7H-Perfluoroheptyl 4-methylbenzenesulfonate;0;CC1=CC=C(C=C1)S(=O)(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F;C14H10F12O3S;486.27;2,2,3,3,4,4,5,5,6,6,7,7-dodecafluoroheptyl 4-methylbenzenesulfonate;2,2,3,3,4,4,5,5,6,6,7,7-dodecafluoroheptyl 4-methylbenzenesulfonate;0;NO
1H,1H,8H,8H-Perfluoro-3,6-dioxaoctane-1,8-diol;Approved Name;DTXSID70381090;1H,1H,8H,8H-Perfluoro-3,6-dioxaoctane-1,8-diol;0;OCC(F)(F)OC(F)(F)C(F)(F)OC(F)(F)CO;C6H6F8O4;294.097;2-[2-(1,1-difluoro-2-hydroxyethoxy)-1,1,2,2-tetrafluoroethoxy]-2,2-difluoroethanol;2-[2-(1,1-difluoro-2-hydroxyethoxy)-1,1,2,2-tetrafluoroethoxy]-2,2-difluoroethanol;0;NO
1H,1H,8H,8H-Perfluorooctane-1,8-diol;Approved Name;DTXSID30396867;1H,1H,8H,8H-Perfluorooctane-1,8-diol;0;OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CO;C8H6F12O2;362.115;2,2,3,3,4,4,5,5,6,6,7,7-dodecafluorooctane-1,8-diol;2,2,3,3,4,4,5,5,6,6,7,7-dodecafluorooctane-1,8-diol;0;NO
1H,1H-Heptafluorobutyl epoxide;Approved Name;DTXSID10379254;1H,1H-Heptafluorobutyl epoxide;0;FC(F)(F)C(F)(F)C(F)(F)CC1CO1;C6H5F7O;226.094;2-(2,2,3,3,4,4,4-heptafluorobutyl)oxirane;2-(2,2,3,3,4,4,4-heptafluorobutyl)oxirane;0;NO
1H,1H-Perfluoro-3,6,9-trioxadecan-1-ol;Approved Name;DTXSID40380797;1H,1H-Perfluoro-3,6,9-trioxadecan-1-ol;0;OCC(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)F;C7H3F13O4;398.076;2,2-difluoro-2-[1,1,2,2-tetrafluoro-2-[1,1,2,2-tetrafluoro-2-(trifluoromethoxy)ethoxy]ethoxy]ethanol;2,2-difluoro-2-[1,1,2,2-tetrafluoro-2-[1,1,2,2-tetrafluoro-2-(trifluoromethoxy)ethoxy]ethoxy]ethanol;0;NO
1H,1H-Perfluoroheptylamine;Approved Name;DTXSID10379835;1H,1H-Perfluoroheptylamine;0;NCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F;C7H4F13N;349.095;2,2,3,3,4,4,5,5,6,6,7,7,7-tridecafluoroheptan-1-amine;2,2,3,3,4,4,5,5,6,6,7,7,7-tridecafluoroheptan-1-amine;0;NO
1H,1H-Perfluorononylamine;Approved Name;DTXSID50379930;1H,1H-Perfluorononylamine;0;NCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F;C9H4F17N;449.111;2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-heptadecafluorononan-1-amine;2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-heptadecafluorononan-1-amine;0;NO
1H,1H-Perfluorooctyl acrylate;Approved Name;DTXSID5059799;1H,1H-Perfluorooctyl acrylate;0;FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)C=C;C11H5F15O2;454.135;2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-pentadecafluorooctyl prop-2-enoate;2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-pentadecafluorooctyl prop-2-enoate;0;NO
1H,1H-Perfluorooctylamine;Approved Name;DTXSID50184723;1H,1H-Perfluorooctylamine;0;NCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F;C8H4F15N;399.103;2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-pentadecafluorooctan-1-amine;2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-pentadecafluorooctan-1-amine;0;NO
1H,1H-Perfluoropentylamine;Approved Name;DTXSID60377826;1H,1H-Perfluoropentylamine;0;NCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F;C5H4F9N;249.08;2,2,3,3,4,4,5,5,5-nonafluoropentan-1-amine;2,2,3,3,4,4,5,5,5-nonafluoropentan-1-amine;0;NO
1H-1,2,4-Triazole;Approved Name;DTXSID6027131;1H-1,2,4-Triazole;0;N1C=NC=N1;C2H3N3;69.067;1H-1,2,4-triazole;1H-1,2,4-triazole;0;NO
1-Heptanol;Approved Name;DTXSID8021937;1-Heptanol;0;CCCCCCCO;C7H16O;116.204;heptan-1-ol;heptan-1-ol;0;NO
1-Hexadecanol;Approved Name;DTXSID4027991;1-Hexadecanol;0;CCCCCCCCCCCCCCCCO;C16H34O;242.447;hexadecan-1-ol;hexadecan-1-ol;0;NO
1H-Perfluoro-1,1-propanediol;Approved Name;DTXSID9059969;1H-Perfluoro-1,1-propanediol;0;OC(O)C(F)(F)C(F)(F)F;C3H3F5O2;166.047;2,2,3,3,3-pentafluoropropane-1,1-diol;2,2,3,3,3-pentafluoropropane-1,1-diol;0;NO
1-Hydroxypyrene;Approved Name;DTXSID1038298;1-Hydroxypyrene;0;OC1=C2C=CC3=CC=CC4=CC=C(C=C1)C2=C34;C16H10O;218.255;pyren-1-ol;pyren-1-ol;0;NO
1-Iodo-1H,1H,2H,2H-perfluoroheptane;Approved Name;DTXSID9061881;1-Iodo-1H,1H,2H,2H-perfluoroheptane;0;FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCI;C7H4F11I;423.996;1,1,1,2,2,3,3,4,4,5,5-undecafluoro-7-iodoheptane;1,1,1,2,2,3,3,4,4,5,5-undecafluoro-7-iodoheptane;0;NO
1-Iodo-1H,1H,2H,2H-perfluorononane;Approved Name;DTXSID90880156;1-Iodo-1H,1H,2H,2H-perfluorononane;0;FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCI;C9H4F15I;524.012;1,1,1,2,2,3,3,4,4,5,5,6,6,7,7-pentadecafluoro-9-iodononane;1,1,1,2,2,3,3,4,4,5,5,6,6,7,7-pentadecafluoro-9-iodononane;0;NO
1-Iodopentadecafluoroheptane;Approved Name;DTXSID5059828;1-Iodopentadecafluoroheptane;0;FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I;C7F15I;495.958;1,1,1,2,2,3,3,4,4,5,5,6,6,7,7-pentadecafluoro-7-iodoheptane;1,1,1,2,2,3,3,4,4,5,5,6,6,7,7-pentadecafluoro-7-iodoheptane;0;NO
1-Methoxy-2-propanol;Approved Name;DTXSID8024284;1-Methoxy-2-propanol;0;COCC(C)O;C4H10O2;90.122;1-methoxypropan-2-ol;1-methoxypropan-2-ol;0;NO
1-Methyl phenanthrene;Approved Name;DTXSID6025648;1-Methyl phenanthrene;0;CC1=C2C=CC3=CC=CC=C3C2=CC=C1;C15H12;192.261;1-methylphenanthrene;1-methylphenanthrene;0;NO
1-Methyl-3-phenyl-5-(3-(trifluoromethyl)phenyl)-4-pyridone;Approved Name;DTXSID8024107;1-Methyl-3-phenyl-5-(3-(trifluoromethyl)phenyl)-4-pyridone;0;CN1C=C(C(=O)C(=C1)C1=CC(=CC=C1)C(F)(F)F)C1=CC=CC=C1;C19H14F3NO;329.322;1-methyl-3-phenyl-5-[3-(trifluoromethyl)phenyl]pyridin-4-one;1-methyl-3-phenyl-5-[3-(trifluoromethyl)phenyl]pyridin-4-one;0;NO
1-Methylnaphthalene;Approved Name;DTXSID9020877;1-Methylnaphthalene;0;CC1=C2C=CC=CC2=CC=C1;C11H10;142.201;1-methylnaphthalene;1-methylnaphthalene;0;NO
1-Naphthalenol, 1-(N-methylcarbamate);Approved Name;DTXSID9020247;1-Naphthalenol, 1-(N-methylcarbamate);0;CNC(=O)OC1=C2C=CC=CC2=CC=C1;C12H11NO2;201.225;naphthalen-1-yl N-methylcarbamate;naphthalen-1-yl N-methylcarbamate;0;NO
1-Naphthol;Approved Name;DTXSID6021793;1-Naphthol;0;OC1=CC=CC2=CC=CC=C12;C10H8O;144.173;naphthalen-1-ol;naphthalen-1-ol;0;NO
1-Naphthylamine;Approved Name;DTXSID7020920;1-Naphthylamine;0;NC1=CC=CC2=C1C=CC=C2;C10H9N;143.189;naphthalen-1-amine;naphthalen-1-amine;0;NO
1-Nitronaphthalene;Approved Name;DTXSID7020978;1-Nitronaphthalene;0;[O-][N+](=O)C1=C2C=CC=CC2=CC=C1;C10H7NO2;173.171;1-nitronaphthalene;1-nitronaphthalene;0;NO
1-Octanol;Approved Name;DTXSID7021940;1-Octanol;0;CCCCCCCCO;C8H18O;130.231;octan-1-ol;octan-1-ol;0;NO
1-Pentafluoroethylethanol;Approved Name;DTXSID70880134;1-Pentafluoroethylethanol;0;CC(O)C(F)(F)C(F)(F)F;C4H5F5O;164.075;3,3,4,4,4-pentafluorobutan-2-ol;3,3,4,4,4-pentafluorobutan-2-ol;0;NO
1-Phenyl-2-thiourea;Approved Name;DTXSID9021134;1-Phenyl-2-thiourea;0;NC(=S)NC1=CC=CC=C1;C7H8N2S;152.22;phenylthiourea;phenylthiourea;0;NO
1-Propene, tetramer;Approved Name;DTXSID6027634;1-Propene, tetramer;0;C\C=C\C\C=C\C\C=C\CC=C;C12H18;162.276;(4E,7E,10E)-dodeca-1,4,7,10-tetraene;(4E,7E,10E)-dodeca-1,4,7,10-tetraene;0;NO
1-Tetradecanol;Approved Name;DTXSID9026926;1-Tetradecanol;0;CCCCCCCCCCCCCCO;C14H30O;214.393;tetradecan-1-ol;tetradecan-1-ol;0;NO
1-Tetradecene;Approved Name;DTXSID4027367;1-Tetradecene;0;CCCCCCCCCCCCC=C;C14H28;196.378;tetradec-1-ene;tetradec-1-ene;0;NO
1-Tridecanol;Approved Name;DTXSID2021947;1-Tridecanol;0;CCCCCCCCCCCCCO;C13H28O;200.366;tridecan-1-ol;tridecan-1-ol;0;NO
2-(1-Chlorocyclopropyl)-1-(2-chlorophenyl)-3-(1H-1,2,4-triazol-1-yl)-2-propanol;Approved Name;DTXSID3044338;2-(1-Chlorocyclopropyl)-1-(2-chlorophenyl)-3-(1H-1,2,4-triazol-1-yl)-2-propanol;0;OC(CN1C=NC=N1)(CC1=C(Cl)C=CC=C1)C1(Cl)CC1;C14H15Cl2N3O;312.19;2-(1-chlorocyclopropyl)-1-(2-chlorophenyl)-3-(1,2,4-triazol-1-yl)propan-2-ol;2-(1-chlorocyclopropyl)-1-(2-chlorophenyl)-3-(1,2,4-triazol-1-yl)propan-2-ol;0;NO
2-(2,6-Diisopropylphenyl)-5-hydroxy-1H-isoindole-1,3-dione;Approved Name;DTXSID1046970;2-(2,6-Diisopropylphenyl)-5-hydroxy-1H-isoindole-1,3-dione;0;CC(C)C1=CC=CC(C(C)C)=C1N1C(=O)C2=C(C=C(O)C=C2)C1=O;C20H21NO3;323.392;2-[2,6-di(propan-2-yl)phenyl]-5-hydroxyisoindole-1,3-dione;2-[2,6-di(propan-2-yl)phenyl]-5-hydroxyisoindole-1,3-dione;0;NO
2-(2-Butoxyethoxy)ethanol;Approved Name;DTXSID8021519;2-(2-Butoxyethoxy)ethanol;0;CCCCOCCOCCO;C8H18O3;162.229;2-(2-butoxyethoxy)ethanol;2-(2-butoxyethoxy)ethanol;0;NO
2-(2-Ethoxyethoxy)ethanol;Approved Name;DTXSID2021941;2-(2-Ethoxyethoxy)ethanol;0;CCOCCOCCO;C6H14O3;134.175;2-(2-ethoxyethoxy)ethanol;2-(2-ethoxyethoxy)ethanol;0;NO
2-(2H-Benzotriazol-2-yl)-4-methylphenol;Approved Name;DTXSID1027479;2-(2H-Benzotriazol-2-yl)-4-methylphenol;0;CC1=CC(N2N=C3C=CC=CC3=N2)=C(O)C=C1;C13H11N3O;225.251;2-(benzotriazol-2-yl)-4-methylphenol;2-(benzotriazol-2-yl)-4-methylphenol;0;NO
2-(4-Chloro-2-methylphenoxy)acetic acid;Approved Name;DTXSID4024195;2-(4-Chloro-2-methylphenoxy)acetic acid;0;CC1=C(OCC(O)=O)C=CC(Cl)=C1;C9H9ClO3;200.62;2-(4-chloro-2-methylphenoxy)acetic acid;2-(4-chloro-2-methylphenoxy)acetic acid;0;NO
2-(4-Tert-Butylbenzyl)propionaldehyde;Approved Name;DTXSID9026500;2-(4-Tert-Butylbenzyl)propionaldehyde;0;CC(CC1=CC=C(C=C1)C(C)(C)C)C=O;C14H20O;204.313;3-(4-tert-butylphenyl)-2-methylpropanal;3-(4-tert-butylphenyl)-2-methylpropanal;0;NO
2-(Butan-2-yl)phenol;Approved Name;DTXSID2022331;2-(Butan-2-yl)phenol;0;CCC(C)C1=C(O)C=CC=C1;C10H14O;150.221;2-butan-2-ylphenol;2-butan-2-ylphenol;0;NO
2-(Hydroxymethyl)-2-nitro-1,3-propanediol;Approved Name;DTXSID8027034;2-(Hydroxymethyl)-2-nitro-1,3-propanediol;0;OCC(CO)(CO)[N+]([O-])=O;C4H9NO5;151.118;2-(hydroxymethyl)-2-nitropropane-1,3-diol;2-(hydroxymethyl)-2-nitropropane-1,3-diol;0;NO
2-(m-Chlorophenoxy)propionic acid;Approved Name;DTXSID9034232;2-(m-Chlorophenoxy)propionic acid;0;CC(OC1=CC(Cl)=CC=C1)C(O)=O;C9H9ClO3;200.62;2-(3-chlorophenoxy)propanoic acid;2-(3-chlorophenoxy)propanoic acid;0;NO
2-(Morpholin-4-yldithio)-1,3-benzothiazole;Approved Name;DTXSID2026573;2-(Morpholin-4-yldithio)-1,3-benzothiazole;0;C1CN(CCO1)SSC1=NC2=C(S1)C=CC=C2;C11H12N2OS3;284.41;4-(1,3-benzothiazol-2-yldisulfanyl)morpholine;4-(1,3-benzothiazol-2-yldisulfanyl)morpholine;0;NO
